c-a,,,,a-b,,,,b-c,,,,,,A1,B1,C1,,,A,B,C,,,,,A3,B3,C3,,,A4,B4,C4,,,,A5,B5,C5,,,,Phase A,A6,B6,C6,,,,,,A7,B7,C7,,,,,Phase B,A8,B8,C8,,,,Phase B,A9,B9,C9,,,,Phase C,A10,B10,C10,label
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.881,-0.026,0.907,1,,-0.53,0.176,0.354,1,,,0.178,-0.547,0.369,1,,,,-0.027,-0.603,0.631,1,,,,,-0.022,-0.331,0.353,1,,,,,-0.027,-0.603,0.631,1,,,,-0.027,-0.603,0.631,3,,,,-0.027,-0.603,0.631,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-0.065,0.925,1,,-0.508,0.139,0.369,1,,,0.212,-0.573,0.361,1,,,,-0.009,-0.613,0.622,1,,,,,-0.004,-0.341,0.344,1,,,,,-0.009,-0.613,0.622,1,,,,-0.009,-0.613,0.622,3,,,,-0.009,-0.613,0.622,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.838,-0.104,0.941,1,,-0.489,0.101,0.388,1,,,0.245,-0.598,0.353,1,,,,0.009,-0.622,0.613,1,,,,,0.014,-0.349,0.336,1,,,,,0.009,-0.622,0.613,1,,,,0.009,-0.622,0.613,3,,,,0.009,-0.622,0.613,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.814,-0.143,0.957,1,,-0.473,0.063,0.41,1,,,0.278,-0.622,0.344,1,,,,0.026,-0.63,0.604,1,,,,,0.031,-0.357,0.326,1,,,,,0.026,-0.63,0.604,1,,,,0.026,-0.63,0.604,3,,,,0.026,-0.63,0.604,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.79,-0.181,0.971,1,,-0.461,0.025,0.435,1,,,0.31,-0.645,0.335,1,,,,0.043,-0.637,0.594,1,,,,,0.047,-0.364,0.317,1,,,,,0.043,-0.637,0.594,1,,,,0.043,-0.637,0.594,3,,,,0.043,-0.637,0.594,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.764,-0.219,0.983,1,,-0.451,-0.013,0.464,1,,,0.342,-0.667,0.326,1,,,,0.059,-0.643,0.583,1,,,,,0.063,-0.37,0.307,1,,,,,0.059,-0.643,0.583,1,,,,0.059,-0.643,0.583,3,,,,0.059,-0.643,0.583,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.737,-0.257,0.994,1,,-0.442,-0.05,0.493,1,,,0.373,-0.689,0.316,1,,,,0.075,-0.648,0.572,1,,,,,0.079,-0.376,0.297,1,,,,,0.075,-0.648,0.572,1,,,,0.075,-0.648,0.572,3,,,,0.075,-0.648,0.572,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,-0.295,1.004,1,,-0.432,-0.088,0.52,1,,,0.404,-0.71,0.306,1,,,,0.09,-0.651,0.561,1,,,,,0.093,-0.38,0.287,1,,,,,0.09,-0.651,0.561,1,,,,0.09,-0.651,0.561,3,,,,0.09,-0.651,0.561,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.681,-0.332,1.012,1,,-0.419,-0.126,0.545,1,,,0.434,-0.73,0.296,1,,,,0.104,-0.654,0.55,1,,,,,0.107,-0.384,0.277,1,,,,,0.104,-0.654,0.55,1,,,,0.104,-0.654,0.55,3,,,,0.104,-0.654,0.55,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.651,-0.368,1.019,1,,-0.4,-0.163,0.564,1,,,0.463,-0.749,0.286,1,,,,0.116,-0.654,0.538,1,,,,,0.119,-0.386,0.267,1,,,,,0.116,-0.654,0.538,1,,,,0.116,-0.654,0.538,3,,,,0.116,-0.654,0.538,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,-0.404,1.025,1,,-0.377,-0.201,0.577,1,,,0.491,-0.768,0.277,1,,,,0.127,-0.653,0.526,1,,,,,0.129,-0.387,0.258,1,,,,,0.127,-0.653,0.526,1,,,,0.127,-0.653,0.526,3,,,,0.127,-0.653,0.526,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.589,-0.44,1.029,1,,-0.348,-0.238,0.586,1,,,0.518,-0.786,0.269,1,,,,0.136,-0.65,0.514,1,,,,,0.138,-0.387,0.249,1,,,,,0.136,-0.65,0.514,1,,,,0.136,-0.65,0.514,3,,,,0.136,-0.65,0.514,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.557,-0.475,1.031,1,,-0.317,-0.274,0.591,1,,,0.544,-0.804,0.26,1,,,,0.144,-0.646,0.501,1,,,,,0.146,-0.386,0.24,1,,,,,0.144,-0.646,0.501,1,,,,0.144,-0.646,0.501,3,,,,0.144,-0.646,0.501,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.523,-0.509,1.032,1,,-0.283,-0.311,0.594,1,,,0.569,-0.82,0.251,1,,,,0.153,-0.64,0.487,1,,,,,0.154,-0.385,0.231,1,,,,,0.153,-0.64,0.487,1,,,,0.153,-0.64,0.487,3,,,,0.153,-0.64,0.487,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.489,-0.542,1.032,1,,-0.25,-0.346,0.597,1,,,0.594,-0.834,0.24,1,,,,0.163,-0.635,0.472,1,,,,,0.164,-0.385,0.221,1,,,,,0.163,-0.635,0.472,1,,,,0.163,-0.635,0.472,3,,,,0.163,-0.635,0.472,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.455,-0.575,1.03,1,,-0.22,-0.382,0.602,1,,,0.618,-0.847,0.228,1,,,,0.176,-0.63,0.454,1,,,,,0.176,-0.385,0.209,1,,,,,0.176,-0.63,0.454,1,,,,0.176,-0.63,0.454,3,,,,0.176,-0.63,0.454,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.607,1.027,1,,-0.193,-0.417,0.609,1,,,0.643,-0.858,0.215,1,,,,0.191,-0.625,0.434,1,,,,,0.191,-0.387,0.196,1,,,,,0.191,-0.625,0.434,1,,,,0.191,-0.625,0.434,3,,,,0.191,-0.625,0.434,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.384,-0.638,1.022,1,,-0.168,-0.451,0.62,1,,,0.667,-0.866,0.199,1,,,,0.209,-0.621,0.412,1,,,,,0.209,-0.389,0.18,1,,,,,0.209,-0.621,0.412,1,,,,0.209,-0.621,0.412,3,,,,0.209,-0.621,0.412,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.347,-0.668,1.016,1,,-0.147,-0.485,0.632,1,,,0.691,-0.873,0.182,1,,,,0.229,-0.618,0.389,1,,,,,0.228,-0.392,0.163,1,,,,,0.229,-0.618,0.389,1,,,,0.229,-0.618,0.389,3,,,,0.229,-0.618,0.389,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,-0.697,1.008,1,,-0.127,-0.518,0.645,1,,,0.714,-0.879,0.164,1,,,,0.248,-0.614,0.366,1,,,,,0.248,-0.394,0.146,1,,,,,0.248,-0.614,0.366,1,,,,0.248,-0.614,0.366,3,,,,0.248,-0.614,0.366,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.273,-0.726,0.999,1,,-0.108,-0.55,0.659,1,,,0.736,-0.883,0.147,1,,,,0.266,-0.609,0.342,1,,,,,0.265,-0.394,0.129,1,,,,,0.266,-0.609,0.342,1,,,,0.266,-0.609,0.342,3,,,,0.266,-0.609,0.342,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.235,-0.753,0.988,1,,-0.088,-0.582,0.67,1,,,0.757,-0.887,0.13,1,,,,0.281,-0.601,0.32,1,,,,,0.28,-0.392,0.112,1,,,,,0.281,-0.601,0.32,1,,,,0.281,-0.601,0.32,3,,,,0.281,-0.601,0.32,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.197,-0.779,0.976,1,,-0.067,-0.613,0.68,1,,,0.775,-0.89,0.115,1,,,,0.292,-0.592,0.299,1,,,,,0.291,-0.388,0.098,1,,,,,0.292,-0.592,0.299,1,,,,0.292,-0.592,0.299,3,,,,0.292,-0.592,0.299,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.159,-0.804,0.963,1,,-0.043,-0.643,0.686,1,,,0.791,-0.893,0.102,1,,,,0.299,-0.579,0.28,1,,,,,0.297,-0.382,0.085,1,,,,,0.299,-0.579,0.28,1,,,,0.299,-0.579,0.28,3,,,,0.299,-0.579,0.28,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.828,0.948,1,,-0.018,-0.672,0.69,1,,,0.805,-0.896,0.09,1,,,,0.302,-0.564,0.262,1,,,,,0.3,-0.373,0.074,1,,,,,0.302,-0.564,0.262,1,,,,0.302,-0.564,0.262,3,,,,0.302,-0.564,0.262,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.082,-0.85,0.932,1,,0.008,-0.7,0.692,1,,,0.818,-0.897,0.08,1,,,,0.302,-0.546,0.244,1,,,,,0.3,-0.364,0.063,1,,,,,0.302,-0.546,0.244,1,,,,0.302,-0.546,0.244,3,,,,0.302,-0.546,0.244,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,-0.872,0.915,1,,0.036,-0.728,0.691,1,,,0.829,-0.898,0.069,1,,,,0.303,-0.529,0.226,1,,,,,0.3,-0.354,0.053,1,,,,,0.303,-0.529,0.226,1,,,,0.303,-0.529,0.226,3,,,,0.303,-0.529,0.226,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,-0.892,0.896,1,,0.065,-0.754,0.689,1,,,0.839,-0.897,0.057,1,,,,0.305,-0.511,0.206,1,,,,,0.302,-0.345,0.042,1,,,,,0.305,-0.511,0.206,1,,,,0.305,-0.511,0.206,3,,,,0.305,-0.511,0.206,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,-0.911,0.876,1,,0.094,-0.779,0.685,1,,,0.849,-0.894,0.044,1,,,,0.31,-0.493,0.184,1,,,,,0.307,-0.337,0.03,1,,,,,0.31,-0.493,0.184,1,,,,0.31,-0.493,0.184,3,,,,0.31,-0.493,0.184,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,-0.929,0.855,1,,0.123,-0.803,0.68,1,,,0.859,-0.888,0.03,1,,,,0.317,-0.477,0.16,1,,,,,0.314,-0.33,0.016,1,,,,,0.317,-0.477,0.16,1,,,,0.317,-0.477,0.16,3,,,,0.317,-0.477,0.16,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,-0.945,0.832,1,,0.152,-0.826,0.674,1,,,0.868,-0.881,0.013,1,,,,0.328,-0.462,0.134,1,,,,,0.325,-0.325,0,1,,,,,0.328,-0.462,0.134,1,,,,0.328,-0.462,0.134,3,,,,0.328,-0.462,0.134,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,-0.96,0.809,1,,0.18,-0.848,0.667,1,,,0.876,-0.872,-0.004,1,,,,0.341,-0.447,0.107,1,,,,,0.337,-0.32,-0.017,1,,,,,0.341,-0.447,0.107,1,,,,0.341,-0.447,0.107,3,,,,0.341,-0.447,0.107,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.189,-0.974,0.784,1,,0.207,-0.868,0.661,1,,,0.883,-0.861,-0.022,1,,,,0.353,-0.433,0.079,1,,,,,0.349,-0.315,-0.034,1,,,,,0.353,-0.433,0.079,1,,,,0.353,-0.433,0.079,3,,,,0.353,-0.433,0.079,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,-0.986,0.758,1,,0.232,-0.888,0.656,1,,,0.889,-0.849,-0.04,1,,,,0.365,-0.417,0.052,1,,,,,0.361,-0.309,-0.051,1,,,,,0.365,-0.417,0.052,1,,,,0.365,-0.417,0.052,3,,,,0.365,-0.417,0.052,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,-0.997,0.731,1,,0.255,-0.906,0.651,1,,,0.893,-0.836,-0.057,1,,,,0.374,-0.4,0.026,1,,,,,0.37,-0.302,-0.068,1,,,,,0.374,-0.4,0.026,1,,,,0.374,-0.4,0.026,3,,,,0.374,-0.4,0.026,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.303,-1.006,0.703,1,,0.276,-0.923,0.647,1,,,0.895,-0.822,-0.073,1,,,,0.38,-0.381,0.001,1,,,,,0.376,-0.293,-0.083,1,,,,,0.38,-0.381,0.001,1,,,,0.38,-0.381,0.001,3,,,,0.38,-0.381,0.001,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,-1.014,0.674,1,,0.295,-0.938,0.643,1,,,0.896,-0.808,-0.088,1,,,,0.383,-0.361,-0.022,1,,,,,0.379,-0.282,-0.097,1,,,,,0.383,-0.361,-0.022,1,,,,0.383,-0.361,-0.022,3,,,,0.383,-0.361,-0.022,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.376,-1.021,0.644,1,,0.313,-0.952,0.639,1,,,0.894,-0.793,-0.101,1,,,,0.384,-0.34,-0.045,1,,,,,0.379,-0.27,-0.11,1,,,,,0.384,-0.34,-0.045,1,,,,0.384,-0.34,-0.045,3,,,,0.384,-0.34,-0.045,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.412,-1.026,0.614,1,,0.331,-0.965,0.634,1,,,0.892,-0.777,-0.114,1,,,,0.384,-0.317,-0.067,1,,,,,0.379,-0.257,-0.122,1,,,,,0.384,-0.317,-0.067,1,,,,0.384,-0.317,-0.067,3,,,,0.384,-0.317,-0.067,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,-1.029,0.582,1,,0.349,-0.976,0.627,1,,,0.887,-0.76,-0.127,1,,,,0.383,-0.294,-0.089,1,,,,,0.378,-0.244,-0.134,1,,,,,0.383,-0.294,-0.089,1,,,,0.383,-0.294,-0.089,3,,,,0.383,-0.294,-0.089,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.482,-1.032,0.549,1,,0.37,-0.986,0.617,1,,,0.882,-0.742,-0.14,1,,,,0.383,-0.271,-0.111,1,,,,,0.377,-0.231,-0.146,1,,,,,0.383,-0.271,-0.111,1,,,,0.383,-0.271,-0.111,3,,,,0.383,-0.271,-0.111,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.516,-1.032,0.516,1,,0.392,-0.995,0.603,1,,,0.876,-0.723,-0.153,1,,,,0.383,-0.249,-0.134,1,,,,,0.377,-0.218,-0.158,1,,,,,0.383,-0.249,-0.134,1,,,,0.383,-0.249,-0.134,3,,,,0.383,-0.249,-0.134,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,-1.032,0.482,1,,0.417,-1.002,0.585,1,,,0.868,-0.702,-0.166,1,,,,0.383,-0.226,-0.157,1,,,,,0.377,-0.206,-0.171,1,,,,,0.383,-0.226,-0.157,1,,,,0.383,-0.226,-0.157,3,,,,0.383,-0.226,-0.157,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.582,-1.029,0.447,1,,0.443,-1.008,0.564,1,,,0.859,-0.68,-0.18,1,,,,0.384,-0.203,-0.181,1,,,,,0.377,-0.194,-0.183,1,,,,,0.384,-0.203,-0.181,1,,,,0.384,-0.203,-0.181,3,,,,0.384,-0.203,-0.181,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.614,-1.026,0.412,1,,0.47,-1.012,0.542,1,,,0.85,-0.657,-0.192,1,,,,0.384,-0.18,-0.204,1,,,,,0.377,-0.181,-0.196,1,,,,,0.384,-0.18,-0.204,1,,,,0.384,-0.18,-0.204,3,,,,0.384,-0.18,-0.204,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.645,-1.021,0.376,1,,0.496,-1.014,0.518,1,,,0.838,-0.633,-0.205,1,,,,0.383,-0.156,-0.226,1,,,,,0.376,-0.168,-0.208,1,,,,,0.383,-0.156,-0.226,1,,,,0.383,-0.156,-0.226,3,,,,0.383,-0.156,-0.226,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.675,-1.014,0.339,1,,0.52,-1.015,0.496,1,,,0.826,-0.609,-0.217,1,,,,0.381,-0.132,-0.249,1,,,,,0.374,-0.155,-0.219,1,,,,,0.381,-0.132,-0.249,1,,,,0.381,-0.132,-0.249,3,,,,0.381,-0.132,-0.249,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.704,-1.006,0.302,1,,0.54,-1.015,0.475,1,,,0.812,-0.584,-0.228,1,,,,0.378,-0.108,-0.27,1,,,,,0.371,-0.141,-0.23,1,,,,,0.378,-0.108,-0.27,1,,,,0.378,-0.108,-0.27,3,,,,0.378,-0.108,-0.27,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,-0.997,0.265,1,,0.556,-1.013,0.458,1,,,0.797,-0.557,-0.24,1,,,,0.376,-0.084,-0.292,1,,,,,0.368,-0.128,-0.24,1,,,,,0.376,-0.084,-0.292,1,,,,0.376,-0.084,-0.292,3,,,,0.376,-0.084,-0.292,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.759,-0.986,0.227,1,,0.567,-1.01,0.443,1,,,0.781,-0.53,-0.251,1,,,,0.373,-0.06,-0.313,1,,,,,0.365,-0.114,-0.251,1,,,,,0.373,-0.06,-0.313,1,,,,0.373,-0.06,-0.313,3,,,,0.373,-0.06,-0.313,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.785,-0.973,0.189,1,,0.576,-1.005,0.43,1,,,0.765,-0.502,-0.263,1,,,,0.371,-0.037,-0.335,1,,,,,0.363,-0.101,-0.262,1,,,,,0.371,-0.037,-0.335,1,,,,0.371,-0.037,-0.335,3,,,,0.371,-0.037,-0.335,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.809,-0.96,0.151,1,,0.582,-0.999,0.417,1,,,0.747,-0.473,-0.275,1,,,,0.37,-0.014,-0.356,1,,,,,0.362,-0.089,-0.273,1,,,,,0.37,-0.014,-0.356,1,,,,0.37,-0.014,-0.356,3,,,,0.37,-0.014,-0.356,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.833,-0.945,0.112,1,,0.588,-0.991,0.404,1,,,0.729,-0.443,-0.286,1,,,,0.369,0.008,-0.377,1,,,,,0.361,-0.076,-0.284,1,,,,,0.369,0.008,-0.377,1,,,,0.369,0.008,-0.377,3,,,,0.369,0.008,-0.377,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,-0.928,0.073,1,,0.594,-0.982,0.388,1,,,0.71,-0.412,-0.298,1,,,,0.368,0.03,-0.397,1,,,,,0.359,-0.064,-0.295,1,,,,,0.368,0.03,-0.397,1,,,,0.368,0.03,-0.397,3,,,,0.368,0.03,-0.397,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.876,-0.911,0.034,1,,0.603,-0.972,0.368,1,,,0.689,-0.381,-0.308,1,,,,0.364,0.052,-0.417,1,,,,,0.355,-0.05,-0.305,1,,,,,0.364,0.052,-0.417,1,,,,0.364,0.052,-0.417,3,,,,0.364,0.052,-0.417,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.896,-0.892,-0.005,1,,0.615,-0.96,0.345,1,,,0.668,-0.35,-0.317,1,,,,0.358,0.076,-0.435,1,,,,,0.349,-0.036,-0.314,1,,,,,0.358,0.076,-0.435,1,,,,0.358,0.076,-0.435,3,,,,0.358,0.076,-0.435,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.915,-0.871,-0.044,1,,0.629,-0.946,0.318,1,,,0.644,-0.319,-0.325,1,,,,0.35,0.101,-0.451,1,,,,,0.34,-0.02,-0.32,1,,,,,0.35,0.101,-0.451,1,,,,0.35,0.101,-0.451,3,,,,0.35,0.101,-0.451,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.932,-0.85,-0.082,1,,0.644,-0.931,0.288,1,,,0.619,-0.289,-0.33,1,,,,0.338,0.127,-0.465,1,,,,,0.328,-0.003,-0.326,1,,,,,0.338,0.127,-0.465,1,,,,0.338,0.127,-0.465,3,,,,0.338,0.127,-0.465,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.948,-0.827,-0.121,1,,0.658,-0.915,0.257,1,,,0.593,-0.258,-0.335,1,,,,0.325,0.154,-0.479,1,,,,,0.315,0.015,-0.329,1,,,,,0.325,0.154,-0.479,1,,,,0.325,0.154,-0.479,3,,,,0.325,0.154,-0.479,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.963,-0.803,-0.16,1,,0.671,-0.898,0.227,1,,,0.566,-0.227,-0.338,1,,,,0.31,0.181,-0.491,1,,,,,0.3,0.032,-0.332,1,,,,,0.31,0.181,-0.491,1,,,,0.31,0.181,-0.491,3,,,,0.31,0.181,-0.491,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.976,-0.778,-0.198,1,,0.681,-0.879,0.198,1,,,0.538,-0.196,-0.342,1,,,,0.297,0.207,-0.504,1,,,,,0.287,0.049,-0.335,1,,,,,0.297,0.207,-0.504,1,,,,0.297,0.207,-0.504,3,,,,0.297,0.207,-0.504,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.988,-0.752,-0.236,1,,0.688,-0.859,0.171,1,,,0.51,-0.164,-0.345,1,,,,0.285,0.231,-0.517,1,,,,,0.275,0.064,-0.339,1,,,,,0.285,0.231,-0.517,1,,,,0.285,0.231,-0.517,3,,,,0.285,0.231,-0.517,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,-0.725,-0.274,1,,0.691,-0.838,0.147,1,,,0.482,-0.131,-0.35,1,,,,0.276,0.254,-0.53,1,,,,,0.266,0.077,-0.343,1,,,,,0.276,0.254,-0.53,1,,,,0.276,0.254,-0.53,3,,,,0.276,0.254,-0.53,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.008,-0.697,-0.311,1,,0.691,-0.816,0.124,1,,,0.454,-0.098,-0.356,1,,,,0.27,0.274,-0.544,1,,,,,0.26,0.089,-0.348,1,,,,,0.27,0.274,-0.544,1,,,,0.27,0.274,-0.544,3,,,,0.27,0.274,-0.544,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.016,-0.668,-0.348,1,,0.689,-0.792,0.103,1,,,0.426,-0.063,-0.363,1,,,,0.266,0.293,-0.559,1,,,,,0.255,0.099,-0.354,1,,,,,0.266,0.293,-0.559,1,,,,0.266,0.293,-0.559,3,,,,0.266,0.293,-0.559,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.022,-0.638,-0.384,1,,0.685,-0.767,0.082,1,,,0.398,-0.028,-0.37,1,,,,0.262,0.311,-0.573,1,,,,,0.251,0.109,-0.361,1,,,,,0.262,0.311,-0.573,1,,,,0.262,0.311,-0.573,3,,,,0.262,0.311,-0.573,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.027,-0.607,-0.42,1,,0.681,-0.742,0.061,1,,,0.369,0.007,-0.376,1,,,,0.257,0.328,-0.586,1,,,,,0.247,0.12,-0.366,1,,,,,0.257,0.328,-0.586,1,,,,0.257,0.328,-0.586,3,,,,0.257,0.328,-0.586,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,-0.575,-0.455,1,,0.676,-0.715,0.039,1,,,0.34,0.041,-0.381,1,,,,0.251,0.346,-0.597,1,,,,,0.24,0.131,-0.371,1,,,,,0.251,0.346,-0.597,1,,,,0.251,0.346,-0.597,3,,,,0.251,0.346,-0.597,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.032,-0.542,-0.49,1,,0.672,-0.687,0.015,1,,,0.309,0.075,-0.384,1,,,,0.241,0.365,-0.605,1,,,,,0.23,0.144,-0.374,1,,,,,0.241,0.365,-0.605,1,,,,0.241,0.365,-0.605,3,,,,0.241,0.365,-0.605,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.032,-0.508,-0.524,1,,0.668,-0.658,-0.009,1,,,0.278,0.108,-0.385,1,,,,0.228,0.384,-0.612,1,,,,,0.217,0.158,-0.374,1,,,,,0.228,0.384,-0.612,1,,,,0.228,0.384,-0.612,3,,,,0.228,0.384,-0.612,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.031,-0.474,-0.557,1,,0.663,-0.629,-0.035,1,,,0.245,0.14,-0.385,1,,,,0.212,0.405,-0.616,1,,,,,0.201,0.172,-0.373,1,,,,,0.212,0.405,-0.616,1,,,,0.212,0.405,-0.616,3,,,,0.212,0.405,-0.616,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.029,-0.439,-0.589,1,,0.659,-0.598,-0.061,1,,,0.211,0.171,-0.383,1,,,,0.194,0.426,-0.619,1,,,,,0.183,0.188,-0.371,1,,,,,0.194,0.426,-0.619,1,,,,0.194,0.426,-0.619,3,,,,0.194,0.426,-0.619,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.025,-0.404,-0.621,1,,0.655,-0.567,-0.089,1,,,0.178,0.202,-0.38,1,,,,0.175,0.446,-0.621,1,,,,,0.165,0.203,-0.367,1,,,,,0.175,0.446,-0.621,1,,,,0.175,0.446,-0.621,3,,,,0.175,0.446,-0.621,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.019,-0.368,-0.652,1,,0.651,-0.535,-0.116,1,,,0.144,0.233,-0.377,1,,,,0.157,0.466,-0.623,1,,,,,0.147,0.217,-0.363,1,,,,,0.157,0.466,-0.623,1,,,,0.157,0.466,-0.623,3,,,,0.157,0.466,-0.623,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.012,-0.331,-0.681,1,,0.646,-0.502,-0.144,1,,,0.11,0.264,-0.374,1,,,,0.141,0.484,-0.625,1,,,,,0.131,0.229,-0.36,1,,,,,0.141,0.484,-0.625,1,,,,0.141,0.484,-0.625,3,,,,0.141,0.484,-0.625,0
,,,,,,,,,,,,,,,,,,,,,,,,,,1.004,-0.294,-0.71,1,,0.641,-0.468,-0.172,1,,,0.077,0.295,-0.371,1,,,,0.127,0.5,-0.627,1,,,,,0.116,0.24,-0.357,1,,,,,0.127,0.5,-0.627,1,,,,0.127,0.5,-0.627,3,,,,0.127,0.5,-0.627,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,-0.256,-0.738,1,,0.634,-0.434,-0.2,1,,,0.044,0.326,-0.369,1,,,,0.114,0.515,-0.629,1,,,,,0.104,0.25,-0.354,1,,,,,0.114,0.515,-0.629,1,,,,0.114,0.515,-0.629,3,,,,0.114,0.515,-0.629,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.983,-0.219,-0.764,1,,0.626,-0.4,-0.227,1,,,0.011,0.357,-0.368,1,,,,0.103,0.528,-0.631,1,,,,,0.093,0.259,-0.352,1,,,,,0.103,0.528,-0.631,1,,,,0.103,0.528,-0.631,3,,,,0.103,0.528,-0.631,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,-0.18,-0.79,1,,0.616,-0.364,-0.252,1,,,-0.022,0.387,-0.366,1,,,,0.092,0.54,-0.632,1,,,,,0.083,0.267,-0.349,1,,,,,0.092,0.54,-0.632,1,,,,0.092,0.54,-0.632,3,,,,0.092,0.54,-0.632,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.957,-0.142,-0.815,1,,0.604,-0.329,-0.275,1,,,-0.054,0.417,-0.363,1,,,,0.081,0.551,-0.632,1,,,,,0.072,0.275,-0.346,1,,,,,0.081,0.551,-0.632,1,,,,0.081,0.551,-0.632,3,,,,0.081,0.551,-0.632,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,-0.103,-0.838,1,,0.589,-0.292,-0.297,1,,,-0.086,0.447,-0.36,1,,,,0.069,0.561,-0.63,1,,,,,0.06,0.282,-0.342,1,,,,,0.069,0.561,-0.63,1,,,,0.069,0.561,-0.63,3,,,,0.069,0.561,-0.63,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.925,-0.065,-0.86,1,,0.572,-0.256,-0.317,1,,,-0.119,0.475,-0.356,1,,,,0.056,0.571,-0.627,1,,,,,0.047,0.29,-0.338,1,,,,,0.056,0.571,-0.627,1,,,,0.056,0.571,-0.627,3,,,,0.056,0.571,-0.627,0
